16.257587 4096 262786
24.529456 8192 262431
25.310229 12288 262393
29.283939 16384 262346
34.751167 20480 262320
63.002531 24576 262296
71.561402 28672 262299
73.938665 32768 262265
78.024684 36864 262304
79.132249 40960 262320
77.122394 45056 262279
79.126963 49152 262278
76.325648 53248 262256
75.593533 57344 262247
73.887648 61440 262261
74.547657 65536 262233
74.358582 69632 262270
73.027849 73728 262294
72.284692 77824 262258
71.648586 81920 262260
72.506126 86016 262272
70.479757 90112 262250
69.433398 94208 262254
70.911113 98304 262251
68.501663 102400 262242
66.216231 106496 262261
67.723505 110592 262265
67.386935 114688 262239
67.041228 118784 262236
67.793422 122880 262253
66.470804 126976 262240
67.232605 131072 262239
67.824843 135168 262283
65.662789 139264 262238
65.475291 143360 262218
65.243412 147456 262236
65.024864 151552 262191
64.881391 155648 262232
65.183812 159744 262232
65.017161 163840 262237
64.845381 167936 262220
64.727132 172032 262228
64.583176 176128 262238
64.400254 180224 262216
64.290575 184320 262238
64.194978 188416 262211
64.030047 192512 262236
64.449438 196608 262239
63.295786 200704 262290
62.787350 204800 262206
64.105578 208896 262448
63.033042 212992 262229
63.002474 217088 262255
63.326013 221184 262217
64.473269 225280 262233
63.195046 229376 262245
63.093609 233472 262249
62.972063 237568 262269
64.221908 241664 262246
62.879622 245760 262247
62.817804 249856 262232
62.709091 253952 262323
62.718740 258048 262243
63.894987 262144 262363
62.538220 266240 262189
63.752111 270336 262192
62.520499 274432 262218
62.955621 278528 262563
62.374355 282624 262246
62.341030 286720 262182
62.319103 290816 262249
63.439970 294912 262201
62.330059 299008 262258
62.243586 303104 262216
62.132116 307200 262240
62.169008 311296 262254
62.179197 315392 262229
62.165029 319488 262208
62.534156 323584 262236
62.137957 327680 262200
63.293214 331776 262252
63.366244 335872 262205
61.989425 339968 262229
61.941506 344064 262187
61.975115 348160 262359
62.022508 352256 262247
61.987819 356352 262236
62.060536 360448 262187
61.961401 364544 262228
62.077405 368640 262277
61.915983 372736 262296
61.545848 376832 262222
61.855133 380928 262322
61.193475 385024 262272
63.284688 389120 262337
61.297953 393216 262189
61.787190 397312 262198
61.202698 401408 262167
60.419850 405504 262183
61.881479 409600 262220
62.051356 413696 262303
61.843508 417792 262253
62.333825 421888 262239
62.283519 425984 262187
62.291505 430080 262187
62.294191 434176 262242
62.288350 438272 262155
62.207036 442368 262248
63.001693 446464 262145
63.063567 450560 262233
62.319870 454656 262200
61.722702 458752 262195
61.276367 462848 262176
61.794935 466944 262216
61.764595 471040 262183
61.863830 475136 262175
62.060721 479232 262210
62.208244 483328 262204
62.277508 487424 262143
62.249356 491520 262484
62.490415 495616 262181
62.272491 499712 262166
62.261279 503808 262238
62.921998 507904 262278
62.328922 512000 262255
62.101122 516096 262182
62.020533 520192 262225
61.096614 524288 262365
62.068764 528384 262228
